Sample_No,Sample,Lithology,Glass,Clay10A,Clay14A,Analcime,Chabazite,Clinoptilolite,Erionite,Mordenite,Phillipsite,K_feldspar,Calcite,Quartz,Opal,Plagioclase,Other,Reference,Study_Area
SL0626,CC-12K,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0627,CC-12L,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0628,CC-13A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,4029,Chalk Hill Formation
SL0629,CC-13B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4029,Chalk Hill Formation
SL0630,CC-14,Tuff,Absent,Trace,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0631,CC-16,Tuff,Absent,Trace,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,4029,Chalk Hill Formation
SL0632,CC-17-2,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Minor,Absent,4029,Chalk Hill Formation
SL0633,CC-17-3A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,4029,Chalk Hill Formation
SL0634,CC-17-3C,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,4029,Chalk Hill Formation
SL0635,CC-17-3D,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Trace,4029,Chalk Hill Formation
SL0636,CC-17-3E,Tuff,Major,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,4029,Chalk Hill Formation
SL0637,CC-17-3F,Tuff,Major,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0638,CC-17-4B,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0639,CC-18B,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,4029,Chalk Hill Formation
SL0640,CC-18C,Tuff,Absent,Trace,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,4029,Chalk Hill Formation
SL0641,CC-18D,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0642,CC-19A,Tuff,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,4029,Chalk Hill Formation
SL0643,CC-19B,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,4029,Chalk Hill Formation
SL0644,CC-20A,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0645,CC-20B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0646,CC-20C,Tuff,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0647,CC-21-2,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0648,CC-21-5A,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0649,CC-21-5B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0650,CC-21-5C,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0651,CC-21-5D,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0652,CC-21-5E,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0653,CC-21-7,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0654,CC-21-9,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0655,CC-21-10A,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0656,CC-21-10B,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0657,CC-21-10C,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0658,CC-22,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0659,CC-23-2,Tuff,Absent,Minor,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0660,CC-23-4A,Tuff,Absent,Trace,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0661,CC-23-6A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0662,CC-25A,Tuff,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,4029,Chalk Hill Formation
SL0663,CC-25B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0664,CC-26B,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0665,CC-26C,Tuff,Absent,Trace,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0666,CC-26D,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,4029,Chalk Hill Formation
SL0667,CC-26E,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,4029,Chalk Hill Formation
SL0668,CC-27,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0669,CC-28,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0670,CC-29,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0671,CC-30,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0672,CC-31A,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0673,CC-31B,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0674,CC-32,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0675,CC-33C,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Minor,4029,Chalk Hill Formation
SL0676,CC-33D,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0677,CC-33E,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Trace,4029,Chalk Hill Formation
SL0678,CC-33F,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0679,CC-33G,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0680,CC-33I,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0681,CC-33J,Tuff,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Minor,4029,Chalk Hill Formation
SL0682,CC-35B,Tuff,Major,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0683,CC-36A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0684,CC-37A,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0685,CC-37B,Tuff,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0686,CC-37C,Tuff,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0687,CC-38,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0688,CC-40B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0689,CC-40C,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0690,CC-40D,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0691,CC-41A,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0692,CC-41B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0693,CC-42A,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0694,CC-42B,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Minor,4029,Chalk Hill Formation
SL0695,CC-42C,Tuff,Absent,Trace,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Trace,4029,Chalk Hill Formation
SL0696,CC-42D,Tuff,Absent,Trace,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0697,CC-43A,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,4029,Chalk Hill Formation
SL0698,CC-44B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,4029,Chalk Hill Formation
SL0699,CC-44C,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0700,CC-44D,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Trace,4029,Chalk Hill Formation
SL0701,CC-44E,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0702,CC-44F,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0703,CC-45-2,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0704,CC-46A,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0705,CC-46D,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0706,CC-46B,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0707,CC-46C,Tuff,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0708,CC-47,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0709,CC-49A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0710,CC-49E,Tuff,Major,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0711,CC-49F,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0712,CC-50C,Tuff,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0713,CC-52A,Tuff,Minor,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0714,CC-52B,Tuff,Major,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0715,CC-52C,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,4029,Chalk Hill Formation
SL0716,CC-53B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0717,CC-53D,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0718,CC-53E,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0719,CC-57A,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0720,CC-57B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0721,CC-58A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Trace,4029,Chalk Hill Formation
SL0722,CC-61A,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0723,CC-61B,Tuff,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,4029,Chalk Hill Formation
SL0724,CC-61C,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0725,CC-63A,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0726,CC-63C,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Absent,4029,Chalk Hill Formation
SL0727,CC-64A,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Trace,4029,Chalk Hill Formation
SL0728,CC-64B,Tuff,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Trace,4029,Chalk Hill Formation
SL0729,CC-65A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0730,CC-65B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0731,CC-65C,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0732,CC-66B,Tuff,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0733,CC-67B,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0734,CC-67C,Tuff,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0735,CC-68B,Tuff,Minor,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Trace,Absent,4029,Chalk Hill Formation
SL0736,CC-68C,Tuff,Major,Absent,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0737,CC-68D,Tuff,Minor,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0738,CC-68E,Tuff,Major,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0739,CC-69,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0740,CC-70A,Tuff,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0741,CC-70B,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0742,CC-71-1,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0743,CC-71-2,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Trace,Absent,4029,Chalk Hill Formation
SL0744,CC-71-5A,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0745,CC-71-5B,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0746,CC-71-5C,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0747,CC-72A,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0748,CC-72B,Tuff,Absent,Absent,Trace,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0749,CC-72C,Tuff,Absent,Trace,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,4029,Chalk Hill Formation
SL0750,CC-73A,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0751,CC-73B,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0752,CC-73C,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0753,CC-73D,Tuff,Absent,Absent,Minor,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0754,CC-73E,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0755,CC-74,Tuff,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0756,CC-76A,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0757,CC-76B,Tuff,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,4029,Chalk Hill Formation
SL0758,CC-76C,Tuff,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,4029,Chalk Hill Formation
SL0759,CC-77,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0760,CC-78A,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0761,CC-78B,Tuff,Major,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,4029,Chalk Hill Formation
SL0762,D-3C,Mudstone,Absent,Minor,Minor,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Trace,4093,Durkee
SL0763,SD-4-12,Mudstone,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0764,SD-4-10,Mudstone,Absent,Absent,Minor,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4093,Durkee
SL0765,SD-4-4,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,4093,Durkee
SL0766,SD-4-1,Mudstone,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0767,SD-8-11B,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0768,SD-8-11A,Mudstone,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,4093,Durkee
SL0769,SD-8-10,Mudstone,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0770,SD-8-9E,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0771,SD-8-9D,Mudstone,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0772,SD-8-9B,Mudstone,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,4093,Durkee
SL0773,SD-8-8F,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4093,Durkee
SL0774,SD-8-8D,Mudstone,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4093,Durkee
